age,gender,location,province,education_level,employment_sector,income_quintile,has_national_id,has_proof_of_address,has_tin,has_employment_proof,kyc_doc_score,kyc_barrier_level,distance_to_branch_km,has_mobile_phone,has_internet,financially_excluded
18,Female,Rural,Manicaland,Secondary,Informal,2,1,0,1,1,3,Low,1.0,1,0,1
51,Male,Rural,Masvingo,Tertiary,Informal,2,1,0,0,0,1,High,1.2,1,0,0
27,Female,Urban,Bulawayo,Secondary,Informal,3,1,1,0,1,3,Low,2.1,1,1,0
21,Male,Rural,Midlands,None,Informal,1,1,1,0,0,2,Medium,12.9,1,0,1
18,Female,Rural,Mashonaland West,Primary,Informal,1,0,1,0,0,1,High,25.6,1,1,1
18,Male,Rural,Mashonaland Central,Secondary,Informal,1,0,1,1,0,2,Medium,88.1,1,0,1
24,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,3.1,0,1,0
34,Male,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,17.8,1,1,0
21,Male,Rural,Midlands,Secondary,Informal,2,0,1,0,0,1,High,11.6,1,1,1
40,Female,Urban,Mashonaland East,Tertiary,Formal,5,1,1,1,1,4,Low,4.2,1,1,0
34,Female,Rural,Matabeleland South,Primary,Informal,3,1,1,0,1,3,Low,15.3,0,0,0
69,Male,Urban,Mashonaland West,Secondary,Unemployed,4,1,1,1,0,3,Low,6.2,1,1,0
18,Female,Rural,Manicaland,Tertiary,Formal,4,1,1,1,1,4,Low,24.6,0,1,0
40,Male,Urban,Manicaland,Secondary,Informal,2,0,1,1,1,3,Low,0.2,1,0,0
40,Male,Urban,Manicaland,Secondary,Formal,4,1,1,0,1,3,Low,2.7,1,1,1
23,Female,Rural,Mashonaland Central,None,Informal,2,0,1,0,0,1,High,16.2,0,0,1
39,Female,Rural,Mashonaland West,Primary,Unemployed,2,1,0,0,0,1,High,7.1,0,0,1
48,Female,Rural,Matabeleland North,None,Informal,2,0,1,0,0,1,High,2.6,1,0,0
39,Male,Rural,Midlands,Primary,Formal,3,1,1,0,1,3,Low,65.1,1,0,0
57,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,2.6,1,0,1
18,Female,Urban,Masvingo,Tertiary,Formal,5,1,1,1,1,4,Low,3.3,1,1,0
26,Male,Urban,Matabeleland North,Secondary,Formal,5,1,0,1,1,3,Low,3.5,1,0,0
58,Male,Urban,Matabeleland North,Secondary,Informal,3,1,0,1,0,2,Medium,1.1,1,0,0
50,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,7.8,1,1,0
45,Female,Rural,Mashonaland Central,Tertiary,Informal,3,1,1,0,1,3,Low,55.7,1,1,0
55,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,1,1,4,Low,1.6,1,1,0
18,Male,Urban,Harare,Primary,Unemployed,2,1,1,0,0,2,Medium,1.2,1,1,1
49,Female,Urban,Harare,Primary,Formal,4,1,1,1,1,4,Low,1.8,1,1,0
52,Male,Urban,Mashonaland Central,Tertiary,Informal,4,1,1,0,1,3,Low,9.3,1,1,0
28,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.0,1,1,0
74,Male,Rural,Mashonaland West,Secondary,Formal,3,1,1,1,1,4,Low,16.9,1,1,0
40,Female,Urban,Matabeleland South,Primary,Informal,2,1,1,1,1,4,Low,1.8,1,1,0
18,Female,Rural,Mashonaland West,Secondary,Informal,1,0,1,0,1,2,Medium,28.1,1,1,1
43,Male,Rural,Midlands,Secondary,Formal,4,1,1,0,1,3,Low,6.7,0,0,0
27,Male,Rural,Mashonaland West,Primary,Unemployed,1,1,0,0,0,1,High,5.4,1,0,1
54,Female,Rural,Mashonaland East,None,Informal,1,1,0,0,0,1,High,56.7,1,1,1
45,Female,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,2.4,1,0,0
29,Female,Urban,Harare,Secondary,Formal,5,0,1,1,1,3,Low,0.6,0,1,0
59,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.1,1,1,0
51,Female,Rural,Midlands,Primary,Informal,3,1,1,0,0,2,Medium,41.1,1,0,0
26,Female,Rural,Midlands,Tertiary,Informal,2,1,0,0,1,2,Medium,22.6,0,0,1
35,Female,Urban,Harare,Secondary,Informal,3,1,1,1,0,3,Low,3.6,1,0,1
45,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,1.1,1,0,1
32,Female,Rural,Matabeleland North,Secondary,Informal,2,0,0,0,1,1,High,34.2,1,0,1
33,Male,Rural,Mashonaland West,Secondary,Unemployed,1,0,0,0,0,0,High,36.4,1,1,1
38,Male,Rural,Mashonaland East,None,Formal,4,1,0,1,1,3,Low,11.8,1,0,1
23,Male,Rural,Mashonaland Central,Primary,Informal,2,1,1,0,1,3,Low,6.9,1,0,1
18,Female,Rural,Mashonaland Central,Secondary,Informal,3,0,0,0,1,1,High,4.0,1,1,1
41,Male,Rural,Masvingo,Secondary,Informal,1,1,1,0,1,3,Low,2.6,1,0,1
18,Female,Urban,Harare,Secondary,Informal,5,0,1,0,0,1,High,0.7,1,1,0
24,Female,Urban,Manicaland,Secondary,Informal,3,1,1,0,1,3,Low,0.3,1,1,1
18,Female,Rural,Mashonaland East,Primary,Unemployed,2,1,1,0,0,2,Medium,21.1,0,0,1
18,Male,Rural,Mashonaland West,Primary,Informal,1,1,1,0,0,2,Medium,13.6,1,1,0
43,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,3.6,1,1,0
34,Male,Rural,Mashonaland Central,Secondary,Formal,4,1,1,0,0,2,Medium,39.0,1,1,1
34,Male,Urban,Masvingo,Secondary,Formal,5,1,1,1,1,4,Low,1.6,1,1,0
19,Male,Rural,Matabeleland North,Secondary,Informal,1,1,0,0,1,2,Medium,12.5,1,1,0
28,Male,Urban,Masvingo,Tertiary,Formal,5,1,1,1,1,4,Low,1.4,1,1,0
43,Female,Rural,Mashonaland West,Primary,Informal,2,0,0,0,0,0,High,51.8,0,0,1
37,Male,Urban,Harare,Secondary,Unemployed,2,1,0,0,0,1,High,3.3,1,0,0
49,Male,Urban,Harare,Secondary,Unemployed,1,1,1,0,0,2,Medium,5.1,0,1,0
51,Female,Urban,Bulawayo,Primary,Informal,2,1,1,0,0,2,Medium,5.3,1,1,0
34,Male,Rural,Masvingo,None,Informal,2,0,1,0,1,2,Medium,28.1,0,0,1
18,Male,Urban,Harare,None,Informal,4,1,0,0,1,2,Medium,14.8,1,1,1
27,Male,Urban,Harare,Primary,Informal,2,1,1,1,1,4,Low,0.9,1,1,0
36,Male,Rural,Mashonaland East,Secondary,Informal,1,0,1,1,0,2,Medium,32.2,1,0,1
27,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.6,1,1,0
23,Male,Urban,Harare,Secondary,Informal,3,1,1,0,1,3,Low,10.7,0,0,0
38,Male,Urban,Bulawayo,Tertiary,Informal,4,1,1,0,0,2,Medium,2.7,1,1,0
72,Female,Rural,Midlands,None,Informal,2,0,1,0,1,2,Medium,1.5,0,1,0
31,Male,Urban,Harare,Secondary,Informal,4,1,1,0,0,2,Medium,3.2,1,1,0
37,Female,Urban,Harare,Tertiary,Informal,5,0,1,0,0,1,High,0.1,0,0,0
19,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,4.0,0,1,0
55,Male,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,2.6,1,1,0
50,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,2.7,1,1,0
49,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,0,2,Medium,0.1,0,1,0
57,Male,Urban,Midlands,Primary,Informal,2,1,1,1,1,4,Low,0.4,1,1,0
32,Female,Urban,Mashonaland West,Primary,Formal,4,1,1,1,1,4,Low,5.9,1,1,0
33,Female,Rural,Mashonaland West,Secondary,Unemployed,3,1,1,1,0,3,Low,46.1,1,0,0
61,Male,Urban,Matabeleland North,None,Unemployed,3,1,1,0,0,2,Medium,0.2,0,1,0
46,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,0,1,3,Low,3.5,1,1,0
18,Male,Rural,Midlands,None,Unemployed,1,1,0,0,0,1,High,13.2,0,0,1
44,Female,Rural,Mashonaland East,Primary,Informal,1,0,1,0,1,2,Medium,3.6,1,0,0
29,Female,Rural,Midlands,Secondary,Informal,3,1,0,1,1,3,Low,5.3,0,1,1
50,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,4.6,1,0,0
43,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,14.3,1,1,0
18,Male,Urban,Matabeleland South,Secondary,Informal,3,0,1,0,1,2,Medium,8.8,1,1,1
41,Female,Urban,Harare,Secondary,Unemployed,4,1,1,1,0,3,Low,1.6,1,1,0
40,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.1,1,1,0
43,Female,Rural,Manicaland,None,Informal,1,1,1,0,1,3,Low,23.0,1,1,1
46,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,4.9,1,0,0
58,Male,Rural,Mashonaland East,Secondary,Unemployed,3,0,1,1,0,2,Medium,66.8,1,0,1
43,Female,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,1.3,1,1,0
38,Male,Urban,Bulawayo,Secondary,Unemployed,2,1,1,0,0,2,Medium,0.3,1,0,0
54,Male,Rural,Matabeleland South,Secondary,Formal,4,1,0,1,1,3,Low,8.1,1,0,1
69,Female,Rural,Harare,Primary,Unemployed,1,1,1,0,0,2,Medium,8.9,0,1,0
50,Female,Urban,Mashonaland West,Primary,Informal,2,1,0,0,1,2,Medium,5.4,0,1,0
40,Female,Rural,Masvingo,Tertiary,Formal,4,1,1,1,1,4,Low,12.4,1,1,0
44,Female,Urban,Mashonaland Central,Primary,Formal,5,0,1,1,1,3,Low,3.4,1,1,0
41,Female,Urban,Mashonaland Central,Tertiary,Formal,5,0,1,1,1,3,Low,0.8,1,1,1
38,Male,Rural,Midlands,None,Formal,2,1,1,1,1,4,Low,3.5,1,1,1
68,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,11.1,0,0,0
27,Female,Urban,Bulawayo,Secondary,Informal,2,1,1,0,1,3,Low,3.6,1,1,1
54,Female,Urban,Matabeleland North,None,Informal,3,1,1,0,1,3,Low,2.2,1,1,0
36,Male,Urban,Manicaland,Tertiary,Formal,5,1,1,1,1,4,Low,1.1,1,1,0
18,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,0.4,1,1,0
35,Female,Urban,Bulawayo,Secondary,Informal,3,1,1,1,1,4,Low,0.9,1,1,0
30,Male,Rural,Matabeleland South,Secondary,Unemployed,1,1,1,0,0,2,Medium,1.0,0,0,0
46,Male,Rural,Mashonaland East,Secondary,Informal,3,1,1,0,1,3,Low,22.3,1,0,0
39,Female,Urban,Bulawayo,Secondary,Formal,5,0,1,1,1,3,Low,0.2,1,1,0
23,Female,Urban,Mashonaland West,Secondary,Unemployed,2,1,1,0,0,2,Medium,1.2,0,0,0
58,Male,Rural,Masvingo,None,Unemployed,1,0,1,0,0,1,High,23.9,0,0,1
53,Male,Urban,Harare,Tertiary,Unemployed,4,1,1,1,0,3,Low,3.8,1,1,1
60,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,0,1,3,Low,9.1,0,0,0
41,Female,Rural,Masvingo,Secondary,Informal,3,1,0,1,0,2,Medium,3.8,0,0,1
37,Male,Urban,Harare,Secondary,Unemployed,3,0,0,0,0,0,High,1.7,1,1,0
47,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,0,0,2,Medium,1.1,1,1,0
29,Male,Urban,Harare,Primary,Formal,5,1,1,1,1,4,Low,6.2,1,1,0
39,Male,Urban,Masvingo,Secondary,Unemployed,3,1,1,0,0,2,Medium,1.0,1,1,0
35,Male,Urban,Mashonaland East,Secondary,Unemployed,2,1,1,1,0,3,Low,1.9,1,1,0
18,Male,Rural,Matabeleland South,Primary,Formal,5,1,1,1,1,4,Low,19.2,1,1,1
39,Female,Urban,Bulawayo,Primary,Formal,5,1,1,1,1,4,Low,3.0,1,1,0
31,Male,Rural,Mashonaland Central,Secondary,Unemployed,2,0,0,0,0,0,High,13.3,1,0,1
34,Male,Rural,Matabeleland North,Secondary,Informal,2,1,1,0,0,2,Medium,25.5,0,0,1
43,Male,Urban,Harare,Secondary,Informal,4,1,1,0,0,2,Medium,1.8,0,0,0
55,Male,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,0.4,0,1,1
26,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.4,1,1,0
33,Male,Rural,Masvingo,None,Informal,3,1,1,0,0,2,Medium,15.1,1,0,1
27,Male,Urban,Bulawayo,Tertiary,Unemployed,5,1,0,0,0,1,High,0.7,1,0,1
26,Male,Rural,Mashonaland West,Secondary,Informal,2,1,1,1,0,3,Low,8.5,1,0,1
29,Female,Rural,Mashonaland West,Secondary,Formal,4,1,1,1,1,4,Low,109.8,1,1,0
35,Male,Rural,Manicaland,Secondary,Informal,1,1,1,0,1,3,Low,22.1,1,0,1
46,Female,Rural,Mashonaland East,None,Informal,1,1,1,0,1,3,Low,13.3,1,1,0
42,Female,Rural,Mashonaland West,Secondary,Unemployed,1,1,1,0,0,2,Medium,14.5,1,0,1
23,Male,Rural,Midlands,Primary,Informal,1,1,1,0,0,2,Medium,10.3,1,0,1
56,Male,Rural,Midlands,None,Unemployed,1,0,0,0,0,0,High,7.7,1,0,1
51,Male,Rural,Midlands,Secondary,Unemployed,2,0,1,0,0,1,High,1.4,0,0,0
25,Male,Rural,Manicaland,Primary,Informal,1,0,1,0,1,2,Medium,18.8,0,0,1
55,Female,Rural,Mashonaland East,None,Formal,3,0,1,1,1,3,Low,47.8,1,0,0
42,Male,Urban,Bulawayo,Secondary,Unemployed,3,1,1,0,0,2,Medium,5.1,0,1,0
35,Female,Rural,Matabeleland North,Primary,Formal,3,1,1,1,1,4,Low,1.2,1,1,1
43,Female,Urban,Manicaland,Secondary,Unemployed,4,1,1,1,0,3,Low,7.7,1,1,0
37,Female,Rural,Matabeleland South,None,Informal,2,1,1,0,0,2,Medium,34.7,0,0,1
45,Female,Urban,Bulawayo,Secondary,Formal,4,1,1,1,1,4,Low,0.4,0,1,1
40,Female,Rural,Masvingo,Secondary,Informal,2,0,1,0,1,2,Medium,29.4,0,1,1
33,Female,Rural,Midlands,Secondary,Informal,1,1,1,0,0,2,Medium,23.9,0,0,0
18,Female,Rural,Mashonaland Central,Secondary,Informal,1,1,1,0,1,3,Low,17.9,1,1,1
45,Male,Urban,Mashonaland East,Tertiary,Informal,5,1,1,0,1,3,Low,0.3,1,1,1
32,Male,Rural,Matabeleland North,None,Informal,1,1,0,0,1,2,Medium,30.9,1,0,0
48,Male,Rural,Manicaland,Primary,Informal,2,1,1,0,0,2,Medium,53.2,0,0,0
44,Male,Rural,Midlands,Secondary,Informal,3,0,1,0,1,2,Medium,14.1,1,1,1
33,Female,Rural,Midlands,Secondary,Unemployed,2,1,0,1,0,2,Medium,41.6,0,0,0
52,Male,Rural,Matabeleland South,Tertiary,Unemployed,2,0,0,0,0,0,High,19.7,0,0,1
40,Male,Rural,Manicaland,Secondary,Informal,3,1,1,1,1,4,Low,9.8,1,1,0
40,Female,Urban,Harare,Tertiary,Unemployed,2,1,1,0,0,2,Medium,1.4,1,0,0
36,Male,Rural,Matabeleland North,None,Informal,1,1,0,0,0,1,High,5.9,0,0,1
61,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,3.7,1,1,0
28,Male,Rural,Manicaland,Secondary,Formal,4,1,1,1,1,4,Low,6.0,1,1,0
33,Female,Rural,Mashonaland West,Secondary,Unemployed,1,1,1,0,0,2,Medium,1.6,1,0,0
20,Female,Urban,Harare,Tertiary,Formal,4,1,1,1,1,4,Low,0.3,1,0,0
48,Male,Urban,Manicaland,Tertiary,Unemployed,1,1,1,0,0,2,Medium,0.1,1,1,0
29,Female,Urban,Bulawayo,Secondary,Informal,3,1,1,0,0,2,Medium,5.5,0,1,0
31,Male,Rural,Manicaland,Secondary,Formal,3,1,1,1,1,4,Low,1.1,1,1,0
30,Female,Urban,Bulawayo,Tertiary,Informal,3,1,1,1,0,3,Low,2.0,1,1,1
38,Female,Urban,Harare,Tertiary,Informal,3,1,1,0,0,2,Medium,6.8,1,1,0
20,Male,Rural,Manicaland,Secondary,Informal,2,1,0,0,0,1,High,5.1,1,1,0
18,Female,Urban,Bulawayo,Secondary,Informal,4,1,1,0,1,3,Low,0.1,0,0,0
44,Female,Rural,Mashonaland West,Tertiary,Informal,3,1,1,0,1,3,Low,10.2,1,1,1
18,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.6,0,1,0
49,Female,Urban,Bulawayo,Primary,Informal,3,1,1,0,0,2,Medium,0.7,1,0,1
59,Female,Urban,Harare,Primary,Informal,3,1,1,0,1,3,Low,6.2,1,1,0
35,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,1,1,4,Low,0.9,1,0,1
56,Female,Urban,Harare,Tertiary,Formal,5,1,1,0,1,3,Low,2.0,1,1,0
37,Female,Rural,Matabeleland North,Secondary,Informal,2,0,1,0,0,1,High,81.3,0,1,1
60,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,0,3,Low,2.0,1,1,0
31,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.8,1,1,0
18,Male,Urban,Bulawayo,Tertiary,Informal,5,1,1,1,1,4,Low,0.7,1,0,0
36,Male,Urban,Mashonaland East,Secondary,Formal,5,1,1,1,1,4,Low,3.4,1,1,0
61,Male,Rural,Manicaland,Secondary,Informal,2,1,1,0,1,3,Low,1.0,0,0,0
45,Male,Urban,Bulawayo,Secondary,Informal,2,1,1,1,1,4,Low,0.2,0,1,0
30,Female,Rural,Matabeleland South,Secondary,Formal,4,1,0,1,1,3,Low,31.9,1,0,0
42,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,9.4,1,1,0
51,Male,Urban,Matabeleland North,Secondary,Informal,4,1,1,1,0,3,Low,16.8,1,1,1
36,Female,Urban,Harare,Secondary,Informal,4,1,1,1,0,3,Low,2.5,1,1,1
74,Male,Urban,Manicaland,Tertiary,Informal,5,1,1,0,1,3,Low,4.6,1,1,0
30,Male,Rural,Midlands,Tertiary,Formal,4,0,1,1,0,2,Medium,6.2,1,0,0
52,Female,Urban,Midlands,Secondary,Formal,4,1,1,1,1,4,Low,5.2,1,1,0
48,Female,Urban,Bulawayo,Primary,Informal,2,1,1,0,0,2,Medium,8.3,1,1,0
28,Female,Rural,Matabeleland North,None,Unemployed,1,1,0,0,0,1,High,4.9,1,0,1
32,Male,Rural,Mashonaland Central,Primary,Informal,3,1,1,0,0,2,Medium,32.9,0,0,0
52,Male,Rural,Mashonaland East,Primary,Informal,1,1,1,0,0,2,Medium,44.9,1,0,1
40,Female,Rural,Midlands,Secondary,Informal,1,1,0,0,0,1,High,25.0,0,1,0
42,Female,Rural,Mashonaland West,Tertiary,Informal,3,1,0,0,0,1,High,10.7,1,0,0
18,Female,Rural,Matabeleland South,Primary,Unemployed,2,0,1,1,0,2,Medium,73.2,0,0,1
47,Female,Rural,Manicaland,Secondary,Informal,1,1,1,0,1,3,Low,76.3,0,0,0
42,Male,Urban,Harare,Tertiary,Informal,2,1,1,0,1,3,Low,2.1,0,0,0
37,Male,Rural,Mashonaland Central,Primary,Informal,1,0,0,1,0,1,High,30.2,0,0,1
43,Female,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,0,3,Low,0.7,0,1,0
32,Female,Rural,Manicaland,Tertiary,Formal,4,1,1,1,1,4,Low,8.5,1,1,0
29,Male,Rural,Mashonaland East,Tertiary,Formal,4,1,1,1,1,4,Low,6.6,1,1,0
34,Female,Urban,Midlands,Tertiary,Formal,5,1,1,1,1,4,Low,0.3,1,1,0
31,Male,Rural,Matabeleland South,Primary,Informal,2,0,1,0,0,1,High,16.3,0,0,1
68,Female,Rural,Matabeleland South,Primary,Formal,3,1,1,1,1,4,Low,26.8,1,0,0
50,Male,Urban,Harare,Tertiary,Formal,4,1,1,1,1,4,Low,5.9,1,1,0
24,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,3.4,1,1,0
66,Male,Rural,Matabeleland North,Secondary,Informal,4,0,1,0,1,2,Medium,19.2,1,1,0
31,Female,Rural,Bulawayo,Primary,Unemployed,1,1,1,0,0,2,Medium,6.6,1,0,0
38,Female,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,5.8,1,1,0
50,Male,Urban,Matabeleland North,Primary,Formal,4,1,1,1,1,4,Low,1.0,1,1,0
18,Female,Rural,Manicaland,Secondary,Informal,2,1,0,0,0,1,High,49.4,1,0,0
34,Female,Urban,Matabeleland North,Secondary,Informal,4,1,1,0,0,2,Medium,0.7,1,1,0
29,Female,Urban,Harare,Secondary,Formal,5,1,0,0,0,1,High,9.8,1,1,0
40,Male,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,5.3,1,1,0
43,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,3.1,1,1,0
36,Female,Rural,Midlands,Secondary,Informal,3,1,1,0,1,3,Low,44.8,1,1,0
36,Female,Rural,Masvingo,Tertiary,Informal,2,1,0,0,1,2,Medium,26.4,1,1,1
52,Male,Rural,Matabeleland South,Secondary,Informal,2,1,1,0,0,2,Medium,20.2,1,0,0
42,Female,Rural,Mashonaland East,Secondary,Formal,4,0,1,0,1,2,Medium,5.5,1,1,1
38,Male,Urban,Masvingo,Tertiary,Formal,5,1,1,1,0,3,Low,10.4,1,1,0
40,Male,Urban,Bulawayo,Secondary,Unemployed,1,1,1,1,0,3,Low,4.3,1,1,0
63,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,1,0,3,Low,2.4,1,1,0
40,Male,Urban,Mashonaland Central,Secondary,Informal,3,0,1,0,0,1,High,9.5,1,1,1
30,Male,Urban,Mashonaland Central,Secondary,Unemployed,2,1,1,1,0,3,Low,0.8,1,1,0
18,Male,Urban,Bulawayo,Secondary,Informal,3,0,0,0,0,0,High,0.1,1,1,1
18,Female,Urban,Harare,Secondary,Formal,5,0,1,1,1,3,Low,2.8,1,1,0
31,Female,Urban,Masvingo,Secondary,Informal,4,0,1,1,0,2,Medium,4.9,1,1,0
36,Male,Rural,Mashonaland Central,Secondary,Informal,4,1,0,0,0,1,High,26.4,0,0,1
30,Female,Rural,Midlands,Primary,Informal,1,1,1,0,0,2,Medium,23.2,0,0,1
42,Female,Rural,Mashonaland East,Secondary,Informal,2,1,1,0,0,2,Medium,16.0,0,0,0
30,Female,Rural,Manicaland,Secondary,Formal,4,1,1,1,1,4,Low,116.1,1,1,0
25,Female,Rural,Mashonaland East,None,Formal,4,1,1,1,1,4,Low,9.0,1,1,1
46,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,0,1,3,Low,1.5,1,1,0
57,Female,Rural,Mashonaland West,Secondary,Informal,2,1,1,0,1,3,Low,27.6,0,1,1
22,Female,Urban,Mashonaland West,Primary,Formal,4,1,1,1,1,4,Low,4.9,1,1,0
41,Female,Urban,Bulawayo,Secondary,Formal,4,1,1,1,1,4,Low,4.2,1,1,0
18,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.1,1,1,1
18,Female,Urban,Bulawayo,None,Unemployed,3,1,1,1,0,3,Low,0.7,1,1,0
29,Female,Urban,Mashonaland East,Secondary,Informal,2,1,1,1,1,4,Low,20.0,1,1,1
53,Female,Rural,Midlands,None,Informal,1,0,0,1,1,2,Medium,75.0,1,0,1
27,Female,Rural,Mashonaland West,None,Informal,2,0,0,0,0,0,High,11.5,0,1,1
26,Male,Rural,Midlands,Primary,Informal,1,1,1,0,0,2,Medium,24.3,0,0,0
38,Male,Rural,Manicaland,Tertiary,Formal,3,1,1,1,1,4,Low,6.9,1,0,0
38,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,0.4,0,1,0
27,Female,Urban,Mashonaland East,Secondary,Formal,5,1,1,1,0,3,Low,4.9,1,1,0
65,Female,Rural,Mashonaland West,Secondary,Unemployed,1,0,0,0,0,0,High,1.0,1,0,1
34,Female,Urban,Harare,Secondary,Informal,5,1,1,1,1,4,Low,3.7,0,1,1
39,Female,Urban,Bulawayo,Secondary,Formal,4,1,1,1,1,4,Low,0.3,1,0,0
32,Female,Urban,Harare,Secondary,Informal,2,1,1,1,0,3,Low,9.0,1,1,0
44,Male,Rural,Mashonaland Central,Primary,Informal,3,1,0,0,0,1,High,10.4,1,0,1
55,Female,Rural,Mashonaland Central,Secondary,Informal,2,1,0,0,1,2,Medium,18.6,0,0,1
61,Male,Urban,Mashonaland Central,Secondary,Informal,4,1,1,0,0,2,Medium,1.9,1,1,0
27,Female,Rural,Mashonaland Central,Secondary,Unemployed,1,1,0,1,0,2,Medium,13.7,1,0,0
53,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,1,1,4,Low,0.1,0,0,0
45,Female,Urban,Midlands,Secondary,Unemployed,2,1,1,0,0,2,Medium,0.4,1,1,0
51,Male,Urban,Mashonaland Central,Secondary,Formal,5,1,0,1,1,3,Low,2.0,1,1,1
36,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,0,1,3,Low,1.0,1,1,0
35,Female,Rural,Masvingo,Secondary,Unemployed,2,1,1,0,0,2,Medium,28.5,0,1,1
51,Female,Urban,Harare,Secondary,Formal,5,0,0,1,1,2,Medium,7.1,1,1,1
51,Male,Rural,Mashonaland West,Tertiary,Unemployed,3,1,1,0,0,2,Medium,14.7,1,0,1
59,Female,Urban,Harare,Secondary,Unemployed,2,1,1,0,0,2,Medium,2.3,0,1,0
40,Male,Rural,Manicaland,Secondary,Informal,2,1,1,1,1,4,Low,7.1,1,0,0
36,Male,Rural,Manicaland,Secondary,Informal,1,1,1,0,1,3,Low,3.6,1,0,0
18,Male,Rural,Masvingo,Secondary,Informal,3,1,1,0,0,2,Medium,12.6,1,1,0
18,Female,Rural,Mashonaland Central,None,Informal,1,1,0,0,0,1,High,49.6,0,0,1
32,Female,Rural,Manicaland,Secondary,Unemployed,2,1,1,1,0,3,Low,30.7,1,0,0
22,Female,Urban,Masvingo,Primary,Formal,5,1,1,1,1,4,Low,0.1,0,1,0
49,Female,Rural,Manicaland,Primary,Informal,1,0,0,0,0,0,High,18.2,0,1,1
19,Female,Rural,Matabeleland North,Secondary,Informal,1,1,0,0,0,1,High,14.6,0,1,1
30,Female,Urban,Harare,Secondary,Informal,3,1,0,0,0,1,High,0.9,1,1,1
31,Female,Urban,Bulawayo,Secondary,Informal,4,1,0,0,1,2,Medium,2.3,1,1,1
54,Male,Urban,Harare,Secondary,Informal,4,0,0,1,0,1,High,0.2,1,1,1
29,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,1.5,1,1,0
44,Male,Urban,Mashonaland East,Tertiary,Informal,3,1,1,0,1,3,Low,1.0,1,1,0
40,Female,Urban,Bulawayo,Secondary,Informal,4,1,1,0,1,3,Low,0.9,1,1,0
50,Female,Rural,Manicaland,Secondary,Informal,2,1,0,0,1,2,Medium,20.4,0,0,0
49,Male,Urban,Harare,Secondary,Formal,4,1,1,1,0,3,Low,0.4,1,1,0
37,Female,Rural,Mashonaland West,Secondary,Formal,4,1,1,1,1,4,Low,3.9,1,0,1
18,Female,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,0.2,1,1,1
34,Male,Rural,Masvingo,Secondary,Informal,4,1,1,0,0,2,Medium,24.8,0,0,0
37,Male,Urban,Bulawayo,Secondary,Formal,4,1,1,1,1,4,Low,2.1,1,0,0
