age,gender,location,province,education_level,employment_sector,income_quintile,has_national_id,has_proof_of_address,has_tin,has_employment_proof,kyc_doc_score,kyc_barrier_level,distance_to_branch_km,has_mobile_phone,has_internet,financially_excluded,kyc_gap_score,demographic_score,institutional_score,feri_score,feri_band
22,Male,Urban,Harare,Primary,Unemployed,1,1,1,0,0,2,Medium,0.5,0,0,1,30,49.0,50.0,40.65,Moderate Risk
40,Female,Rural,Mashonaland West,None,Unemployed,1,1,1,0,0,2,Medium,37.9,0,0,1,30,77.0,80.0,56.45,High Risk
48,Male,Rural,Mashonaland West,Tertiary,Informal,2,1,0,0,1,2,Medium,23.2,1,0,0,50,40.0,50.0,46.5,High Risk
33,Female,Urban,Harare,Secondary,Unemployed,4,1,0,0,0,1,High,0.9,1,1,1,60,30.0,0.0,37.5,Moderate Risk
18,Female,Rural,Matabeleland North,Secondary,Unemployed,3,1,1,0,0,2,Medium,33.5,1,1,0,30,58.0,50.0,43.8,Moderate Risk
23,Male,Rural,Mashonaland West,Primary,Unemployed,1,1,1,1,0,3,Low,12.7,1,0,0,10,69.0,35.0,35.65,Moderate Risk
45,Female,Urban,Harare,None,Unemployed,2,1,0,0,0,1,High,2.2,1,1,1,60,50.0,0.0,44.5,Moderate Risk
18,Male,Urban,Mashonaland West,Tertiary,Unemployed,3,1,1,0,0,2,Medium,11.0,0,1,0,30,28.0,45.0,32.3,Moderate Risk
18,Female,Rural,Mashonaland West,Secondary,Informal,2,1,1,0,1,3,Low,38.6,0,0,1,20,58.0,80.0,45.3,High Risk
45,Female,Rural,Matabeleland North,Tertiary,Formal,4,1,1,1,1,4,Low,5.8,1,1,0,0,30.0,25.0,15.5,Low Risk
34,Female,Rural,Midlands,None,Formal,1,1,1,0,1,3,Low,10.5,1,0,0,20,57.0,35.0,35.95,Moderate Risk
28,Male,Rural,Matabeleland South,Primary,Informal,1,1,1,0,0,2,Medium,1.9,0,0,0,30,53.0,70.0,46.05,High Risk
31,Female,Urban,Bulawayo,Tertiary,Unemployed,4,1,1,0,0,2,Medium,3.7,1,1,1,30,30.0,0.0,24.0,Low Risk
18,Female,Rural,Masvingo,Primary,Unemployed,1,1,1,0,0,2,Medium,4.8,1,1,1,30,79.0,20.0,45.15,High Risk
44,Female,Rural,Midlands,None,Unemployed,1,1,0,0,0,1,High,9.6,0,1,1,60,77.0,35.0,60.95,High Risk
26,Female,Urban,Mashonaland West,Secondary,Informal,2,1,1,0,0,2,Medium,7.8,0,0,0,30,30.0,55.0,35.0,Moderate Risk
30,Male,Urban,Harare,Primary,Informal,3,1,1,0,1,3,Low,0.9,1,1,0,20,18.0,0.0,15.3,Low Risk
42,Female,Urban,Bulawayo,Tertiary,Informal,5,1,1,1,1,4,Low,0.8,1,0,0,0,22.0,20.0,11.7,Low Risk
34,Male,Rural,Midlands,Secondary,Informal,2,0,1,0,1,2,Medium,10.5,1,0,0,60,40.0,35.0,48.0,High Risk
28,Male,Urban,Mashonaland East,Secondary,Formal,4,1,1,1,0,3,Low,1.6,1,1,0,10,0.0,0.0,4.5,Low Risk
18,Female,Rural,Manicaland,Primary,Unemployed,1,0,0,0,0,0,High,32.5,1,0,1,100,79.0,50.0,82.65,Critical Risk
43,Female,Urban,Harare,Tertiary,Informal,4,1,0,0,0,1,High,3.9,0,1,1,60,22.0,30.0,40.7,Moderate Risk
39,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,5.3,1,1,0,0,10.0,5.0,4.5,Low Risk
30,Male,Rural,Mashonaland Central,Secondary,Informal,2,1,1,0,1,3,Low,14.2,0,0,1,20,40.0,85.0,40.0,Moderate Risk
23,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,0,1,3,Low,5.4,0,1,0,20,20.0,35.0,23.0,Low Risk
38,Male,Rural,Mashonaland West,Tertiary,Unemployed,1,1,1,0,0,2,Medium,5.9,1,0,0,30,55.0,25.0,37.75,Moderate Risk
44,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,7.0,1,1,0,20,12.0,5.0,14.2,Low Risk
39,Female,Rural,Mashonaland East,Secondary,Informal,1,1,0,0,1,2,Medium,8.1,0,1,1,50,57.0,35.0,49.45,High Risk
60,Female,Urban,Mashonaland West,Tertiary,Informal,3,1,1,0,0,2,Medium,5.0,1,1,0,30,22.0,0.0,21.2,Low Risk
47,Male,Rural,Midlands,Secondary,Informal,4,1,1,0,0,2,Medium,64.4,1,0,1,30,32.0,50.0,34.7,Moderate Risk
36,Male,Rural,Matabeleland South,Tertiary,Informal,1,1,1,0,1,3,Low,4.1,0,0,1,20,47.0,70.0,39.45,Moderate Risk
48,Male,Urban,Matabeleland North,Secondary,Informal,2,1,1,0,1,3,Low,1.2,1,0,0,20,20.0,40.0,24.0,Low Risk
38,Female,Urban,Matabeleland South,Secondary,Informal,4,1,1,0,0,2,Medium,2.2,0,0,0,30,22.0,70.0,35.2,Moderate Risk
38,Female,Urban,Bulawayo,Secondary,Unemployed,3,1,1,0,0,2,Medium,6.0,1,1,1,30,30.0,5.0,25.0,Low Risk
56,Male,Rural,Manicaland,Secondary,Formal,3,1,1,0,1,3,Low,4.8,1,0,1,20,20.0,20.0,20.0,Low Risk
25,Male,Rural,Matabeleland South,Primary,Informal,2,1,1,0,0,2,Medium,144.6,1,0,0,30,46.0,70.0,43.6,Moderate Risk
38,Male,Urban,Bulawayo,Secondary,Unemployed,3,1,1,0,0,2,Medium,3.0,1,1,0,30,20.0,0.0,20.5,Low Risk
54,Male,Urban,Harare,Tertiary,Unemployed,2,1,1,0,0,2,Medium,1.0,1,1,0,30,28.0,0.0,23.3,Low Risk
42,Female,Rural,Midlands,Secondary,Informal,1,1,1,0,0,2,Medium,14.0,1,0,0,30,57.0,35.0,40.45,Moderate Risk
32,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.6,1,1,0,0,10.0,0.0,3.5,Low Risk
18,Male,Rural,Midlands,Primary,Informal,2,1,0,0,1,2,Medium,42.2,0,1,1,50,54.0,60.0,53.4,High Risk
18,Female,Urban,Bulawayo,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.3,1,0,0,30,38.0,20.0,30.8,Moderate Risk
67,Male,Rural,Manicaland,Primary,Informal,1,1,0,0,1,2,Medium,9.4,1,0,1,50,61.0,25.0,48.85,High Risk
42,Male,Rural,Midlands,None,Informal,1,1,0,1,1,3,Low,29.7,0,0,1,30,59.0,80.0,50.15,High Risk
29,Female,Urban,Mashonaland Central,Tertiary,Unemployed,4,1,1,0,0,2,Medium,0.4,0,0,0,30,30.0,70.0,38.0,Moderate Risk
42,Male,Urban,Bulawayo,Secondary,Informal,3,0,1,0,0,1,High,0.2,1,0,1,70,12.0,20.0,39.7,Moderate Risk
24,Male,Urban,Bulawayo,Primary,Informal,3,1,1,1,1,4,Low,12.8,0,1,0,0,26.0,45.0,18.1,Low Risk
33,Female,Rural,Mashonaland Central,Secondary,Unemployed,1,0,0,0,0,0,High,12.0,1,1,1,100,65.0,35.0,74.75,Critical Risk
24,Female,Urban,Harare,Primary,Informal,2,1,0,0,1,2,Medium,1.6,1,1,1,50,44.0,0.0,37.9,Moderate Risk
18,Male,Rural,Bulawayo,Primary,Informal,1,1,0,0,0,1,High,42.0,1,0,1,60,61.0,50.0,58.35,High Risk
18,Female,Rural,Mashonaland Central,Primary,Informal,1,1,0,0,0,1,High,3.4,0,0,1,60,71.0,70.0,65.85,Critical Risk
18,Male,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,4.5,1,1,1,20,20.0,0.0,16.0,Low Risk
52,Female,Rural,Masvingo,Secondary,Informal,1,1,0,0,1,2,Medium,17.8,0,1,1,50,57.0,65.0,55.45,High Risk
24,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.4,1,1,0,0,8.0,0.0,2.8,Low Risk
45,Female,Rural,Masvingo,Secondary,Informal,2,1,1,0,0,2,Medium,1.0,1,1,1,30,50.0,20.0,35.0,Moderate Risk
51,Male,Urban,Harare,Tertiary,Informal,5,1,1,0,1,3,Low,3.1,1,1,0,20,12.0,0.0,13.2,Low Risk
38,Female,Rural,Mashonaland Central,Tertiary,Unemployed,3,0,1,0,0,1,High,23.6,1,1,1,70,50.0,50.0,59.0,High Risk
33,Female,Rural,Midlands,Secondary,Informal,3,1,0,0,0,1,High,48.6,1,0,1,60,42.0,50.0,51.7,High Risk
39,Male,Rural,Midlands,Tertiary,Unemployed,3,1,1,1,0,3,Low,14.6,0,0,1,10,40.0,65.0,31.5,Moderate Risk
32,Female,Rural,Matabeleland South,Tertiary,Unemployed,1,1,1,0,0,2,Medium,2.4,1,1,0,30,65.0,20.0,40.25,Moderate Risk
54,Male,Urban,Harare,Tertiary,Informal,5,1,1,0,1,3,Low,2.1,1,1,0,20,12.0,0.0,13.2,Low Risk
64,Female,Rural,Matabeleland North,Primary,Informal,2,1,1,0,0,2,Medium,8.9,1,0,1,30,56.0,45.0,42.1,Moderate Risk
58,Male,Rural,Mashonaland Central,Primary,Formal,3,0,1,0,1,2,Medium,5.2,1,1,0,60,26.0,25.0,41.1,Moderate Risk
18,Male,Rural,Masvingo,Secondary,Informal,1,1,1,0,1,3,Low,41.4,1,1,0,20,55.0,50.0,38.25,Moderate Risk
31,Female,Urban,Masvingo,Tertiary,Formal,5,1,1,1,1,4,Low,4.3,1,1,0,0,10.0,20.0,7.5,Low Risk
38,Male,Urban,Harare,Tertiary,Informal,2,1,1,0,0,2,Medium,4.0,1,0,0,30,20.0,20.0,24.5,Low Risk
44,Female,Rural,Midlands,Secondary,Unemployed,1,1,1,0,0,2,Medium,43.8,1,0,1,30,65.0,50.0,46.25,High Risk
18,Female,Urban,Manicaland,Tertiary,Formal,5,1,1,1,0,3,Low,6.9,1,1,0,10,18.0,5.0,11.8,Low Risk
18,Male,Rural,Mashonaland East,Secondary,Informal,2,1,0,0,0,1,High,1.0,1,0,0,60,48.0,20.0,47.8,High Risk
56,Male,Rural,Manicaland,Secondary,Unemployed,1,1,1,1,0,3,Low,35.5,0,0,1,10,55.0,80.0,39.75,Moderate Risk
30,Female,Rural,Matabeleland South,None,Unemployed,1,1,0,1,0,2,Medium,80.4,0,0,1,40,77.0,100.0,64.95,High Risk
18,Female,Urban,Bulawayo,Secondary,Informal,4,1,1,0,1,3,Low,2.7,1,0,0,20,30.0,20.0,23.5,Low Risk
22,Male,Rural,Manicaland,None,Informal,3,1,1,0,1,3,Low,19.5,1,0,0,20,52.0,35.0,34.2,Moderate Risk
43,Male,Urban,Harare,Primary,Informal,4,1,1,1,1,4,Low,2.5,1,0,0,0,18.0,20.0,10.3,Low Risk
26,Female,Urban,Midlands,Secondary,Formal,5,1,1,1,1,4,Low,1.1,1,1,0,0,10.0,0.0,3.5,Low Risk
41,Female,Rural,Mashonaland Central,None,Informal,2,1,1,0,0,2,Medium,33.8,1,0,0,30,62.0,70.0,49.2,High Risk
24,Female,Urban,Midlands,Tertiary,Informal,4,1,1,0,1,3,Low,2.4,1,1,0,20,30.0,0.0,19.5,Low Risk
18,Male,Urban,Bulawayo,Secondary,Informal,3,1,1,0,0,2,Medium,2.1,1,1,0,30,20.0,0.0,20.5,Low Risk
57,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.0,1,1,0,0,10.0,0.0,3.5,Low Risk
43,Female,Urban,Harare,Primary,Unemployed,3,1,0,0,0,1,High,13.1,0,0,0,60,36.0,65.0,52.6,High Risk
33,Male,Rural,Matabeleland South,Secondary,Informal,5,1,1,0,0,2,Medium,36.2,1,0,1,30,32.0,70.0,38.7,Moderate Risk
30,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.1,1,1,0,0,0.0,0.0,0.0,Low Risk
58,Male,Urban,Harare,Secondary,Informal,4,1,0,0,1,2,Medium,1.0,1,1,1,50,12.0,0.0,26.7,Moderate Risk
46,Female,Rural,Mashonaland Central,Secondary,Informal,2,1,0,0,1,2,Medium,23.5,1,0,1,50,50.0,70.0,54.0,High Risk
54,Male,Urban,Masvingo,Secondary,Informal,4,0,1,0,1,2,Medium,1.9,1,1,0,60,12.0,20.0,35.2,Moderate Risk
29,Female,Rural,Matabeleland North,Secondary,Informal,2,1,1,0,0,2,Medium,7.5,0,0,1,30,50.0,75.0,46.0,High Risk
38,Female,Rural,Mashonaland West,Secondary,Formal,4,1,1,1,1,4,Low,30.4,0,0,0,0,30.0,80.0,26.5,Moderate Risk
43,Male,Rural,Mashonaland Central,Secondary,Informal,2,1,0,0,0,1,High,37.4,0,1,1,60,40.0,80.0,57.0,High Risk
30,Female,Rural,Mashonaland West,Primary,Unemployed,1,1,1,1,0,3,Low,22.5,1,0,1,10,71.0,50.0,39.35,Moderate Risk
36,Female,Urban,Mashonaland East,Tertiary,Formal,5,1,1,0,1,3,Low,2.8,1,0,0,20,10.0,20.0,16.5,Low Risk
29,Male,Rural,Manicaland,Primary,Unemployed,2,1,1,0,0,2,Medium,2.9,1,0,0,30,54.0,20.0,36.4,Moderate Risk
43,Female,Urban,Midlands,Secondary,Informal,3,1,1,1,0,3,Low,3.6,1,1,0,10,22.0,0.0,12.2,Low Risk
19,Female,Urban,Mashonaland West,Secondary,Unemployed,3,0,1,0,0,1,High,3.3,1,1,0,70,38.0,0.0,44.8,Moderate Risk
46,Male,Rural,Mashonaland East,Primary,Unemployed,2,0,1,0,0,1,High,4.5,1,0,1,70,54.0,20.0,54.4,High Risk
42,Female,Urban,Masvingo,Secondary,Informal,3,1,1,0,0,2,Medium,1.4,1,1,1,30,22.0,20.0,25.2,Moderate Risk
35,Female,Rural,Matabeleland North,Secondary,Informal,1,0,0,0,0,0,High,23.5,0,1,1,100,57.0,80.0,80.95,Critical Risk
44,Male,Rural,Matabeleland North,Secondary,Unemployed,1,1,1,0,0,2,Medium,2.5,1,1,1,30,55.0,20.0,36.75,Moderate Risk
32,Female,Rural,Manicaland,Tertiary,Informal,2,1,1,0,0,2,Medium,6.1,0,0,0,30,50.0,55.0,42.0,Moderate Risk
28,Female,Urban,Matabeleland North,Primary,Formal,5,1,1,1,1,4,Low,0.3,1,1,0,0,16.0,20.0,9.6,Low Risk
45,Female,Urban,Bulawayo,Secondary,Informal,3,0,1,1,1,3,Low,0.7,1,1,0,40,22.0,0.0,25.7,Moderate Risk
46,Male,Rural,Matabeleland South,None,Informal,1,1,1,0,1,3,Low,11.9,0,1,1,20,59.0,65.0,42.65,Moderate Risk
30,Male,Urban,Harare,Secondary,Informal,3,1,1,1,1,4,Low,0.8,1,1,0,0,12.0,0.0,4.2,Low Risk
29,Male,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,3.8,1,1,1,30,20.0,0.0,20.5,Low Risk
35,Female,Rural,Midlands,Secondary,Informal,1,1,1,0,1,3,Low,59.3,1,1,0,20,57.0,30.0,34.95,Moderate Risk
30,Female,Rural,Mashonaland West,Secondary,Informal,2,1,0,1,1,3,Low,36.9,0,0,1,30,50.0,80.0,47.0,High Risk
59,Female,Rural,Manicaland,Primary,Informal,1,1,0,0,1,2,Medium,21.7,0,1,1,50,63.0,60.0,56.55,High Risk
42,Male,Urban,Mashonaland West,Secondary,Formal,5,0,1,1,1,3,Low,0.4,0,1,1,40,0.0,30.0,24.0,Low Risk
38,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.8,1,1,0,0,10.0,0.0,3.5,Low Risk
24,Female,Rural,Midlands,Primary,Informal,1,1,1,0,0,2,Medium,51.6,1,1,0,30,71.0,30.0,44.35,Moderate Risk
48,Female,Urban,Matabeleland North,Secondary,Informal,3,1,1,0,1,3,Low,7.3,1,1,0,20,22.0,25.0,21.7,Low Risk
29,Female,Urban,Harare,Secondary,Informal,4,1,1,1,0,3,Low,11.7,1,1,0,10,22.0,15.0,15.2,Low Risk
28,Female,Urban,Bulawayo,Tertiary,Informal,5,1,1,0,1,3,Low,7.1,1,1,1,20,22.0,5.0,17.7,Low Risk
48,Male,Urban,Midlands,Tertiary,Informal,3,1,1,1,1,4,Low,3.9,1,0,0,0,12.0,20.0,8.2,Low Risk
43,Female,Urban,Matabeleland South,Secondary,Formal,5,1,1,1,1,4,Low,1.2,1,1,0,0,10.0,20.0,7.5,Low Risk
18,Female,Urban,Bulawayo,Tertiary,Informal,2,1,1,0,1,3,Low,10.1,1,1,0,20,38.0,15.0,25.3,Moderate Risk
35,Female,Rural,Matabeleland North,Secondary,Informal,3,0,1,0,1,2,Medium,2.8,1,0,1,60,42.0,40.0,49.7,High Risk
39,Male,Urban,Bulawayo,Primary,Informal,3,1,1,0,0,2,Medium,1.7,1,0,0,30,18.0,20.0,23.8,Low Risk
33,Female,Rural,Mashonaland Central,Secondary,Informal,1,1,1,0,1,3,Low,31.5,1,0,0,20,57.0,70.0,42.95,Moderate Risk
40,Male,Urban,Bulawayo,Secondary,Formal,4,1,1,1,1,4,Low,13.1,1,1,0,0,0.0,15.0,3.0,Low Risk
18,Male,Rural,Mashonaland East,Secondary,Informal,3,1,0,0,0,1,High,3.5,0,0,1,60,40.0,50.0,51.0,High Risk
18,Male,Urban,Harare,Tertiary,Informal,2,0,1,0,0,1,High,1.1,1,0,1,70,28.0,20.0,45.3,High Risk
24,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.9,1,1,0,0,8.0,0.0,2.8,Low Risk
41,Male,Urban,Mashonaland West,Tertiary,Informal,3,1,1,1,1,4,Low,6.4,1,1,0,0,12.0,5.0,5.2,Low Risk
18,Female,Urban,Harare,Tertiary,Formal,5,0,1,1,1,3,Low,5.6,1,1,0,40,18.0,5.0,25.3,Moderate Risk
26,Female,Urban,Harare,Secondary,Unemployed,2,1,1,0,0,2,Medium,0.8,1,1,0,30,38.0,0.0,26.8,Moderate Risk
18,Male,Rural,Harare,Tertiary,Informal,1,0,1,1,1,3,Low,5.4,1,0,1,40,55.0,25.0,42.25,Moderate Risk
34,Female,Rural,Mashonaland Central,Secondary,Formal,3,1,1,1,1,4,Low,12.6,1,1,1,0,30.0,35.0,17.5,Low Risk
65,Female,Urban,Midlands,Tertiary,Formal,5,1,1,1,1,4,Low,6.8,1,1,0,0,18.0,5.0,7.3,Low Risk
34,Female,Urban,Harare,Tertiary,Unemployed,3,0,1,0,0,1,High,1.2,1,0,1,70,30.0,20.0,46.0,High Risk
36,Male,Rural,Mashonaland Central,Primary,Informal,2,1,1,0,1,3,Low,3.8,0,0,1,20,46.0,70.0,39.1,Moderate Risk
49,Male,Rural,Midlands,Primary,Unemployed,1,1,1,0,0,2,Medium,1.3,0,0,1,30,61.0,50.0,44.85,Moderate Risk
38,Female,Urban,Harare,Tertiary,Unemployed,4,1,1,1,0,3,Low,5.9,1,1,0,10,30.0,5.0,16.0,Low Risk
34,Female,Rural,Mashonaland West,Tertiary,Informal,3,1,1,0,1,3,Low,11.5,0,0,1,20,42.0,65.0,36.7,Moderate Risk
50,Female,Urban,Mashonaland East,Tertiary,Informal,3,1,1,0,1,3,Low,0.2,1,1,0,20,22.0,0.0,16.7,Low Risk
44,Male,Rural,Matabeleland South,Secondary,Informal,1,1,0,0,0,1,High,4.2,1,0,1,60,47.0,40.0,51.45,High Risk
42,Female,Urban,Harare,Secondary,Unemployed,4,1,1,0,0,2,Medium,2.7,1,1,0,30,30.0,0.0,24.0,Low Risk
36,Female,Urban,Manicaland,Secondary,Informal,3,1,1,1,1,4,Low,0.8,1,1,0,0,22.0,0.0,7.7,Low Risk
33,Female,Urban,Bulawayo,Secondary,Unemployed,3,1,1,0,0,2,Medium,6.8,1,1,1,30,30.0,5.0,25.0,Low Risk
50,Female,Rural,Matabeleland North,Secondary,Informal,2,1,0,0,1,2,Medium,1.0,1,0,1,50,50.0,40.0,48.0,High Risk
33,Female,Urban,Harare,Secondary,Unemployed,2,1,1,0,0,2,Medium,4.6,1,1,0,30,38.0,0.0,26.8,Moderate Risk
55,Female,Rural,Matabeleland South,Primary,Formal,4,1,0,1,1,3,Low,1.0,0,1,1,30,36.0,50.0,36.1,Moderate Risk
23,Female,Rural,Masvingo,Secondary,Informal,3,1,1,1,1,4,Low,33.9,1,1,1,0,50.0,50.0,27.5,Moderate Risk
58,Female,Rural,Matabeleland North,Tertiary,Formal,5,1,1,1,1,4,Low,12.5,1,0,0,0,30.0,55.0,21.5,Low Risk
44,Female,Urban,Matabeleland South,Secondary,Unemployed,3,0,1,0,0,1,High,1.9,0,0,0,70,30.0,70.0,56.0,High Risk
24,Male,Urban,Mashonaland West,Secondary,Formal,5,1,1,0,1,3,Low,5.1,0,1,0,20,8.0,35.0,18.8,Low Risk
45,Female,Urban,Mashonaland East,Secondary,Informal,2,1,1,1,1,4,Low,1.6,1,1,0,0,30.0,0.0,10.5,Low Risk
28,Female,Rural,Mashonaland East,Secondary,Formal,3,1,0,0,1,2,Medium,20.9,0,0,1,50,30.0,80.0,49.0,High Risk
38,Male,Rural,Manicaland,Primary,Informal,1,1,1,0,0,2,Medium,5.1,0,0,1,30,53.0,55.0,43.05,Moderate Risk
31,Male,Urban,Bulawayo,Tertiary,Formal,5,1,1,0,1,3,Low,12.6,1,1,0,20,0.0,15.0,12.0,Low Risk
36,Female,Rural,Manicaland,Primary,Unemployed,2,1,1,1,0,3,Low,4.9,0,0,1,10,64.0,50.0,36.9,Moderate Risk
51,Female,Urban,Manicaland,Secondary,Formal,4,1,1,1,1,4,Low,2.6,1,1,0,0,10.0,0.0,3.5,Low Risk
45,Male,Urban,Manicaland,Secondary,Informal,3,1,1,0,1,3,Low,1.1,0,0,1,20,12.0,50.0,23.2,Low Risk
22,Male,Urban,Bulawayo,Secondary,Informal,2,1,1,0,1,3,Low,3.3,1,1,0,20,28.0,0.0,18.8,Low Risk
23,Male,Rural,Mashonaland Central,Secondary,Unemployed,1,1,0,0,0,1,High,1.5,0,0,0,60,63.0,70.0,63.05,High Risk
41,Female,Urban,Masvingo,Secondary,Informal,4,1,1,0,0,2,Medium,2.0,1,1,0,30,22.0,20.0,25.2,Moderate Risk
42,Female,Urban,Bulawayo,Primary,Informal,4,1,1,0,1,3,Low,0.7,1,1,0,20,28.0,0.0,18.8,Low Risk
28,Female,Rural,Masvingo,Primary,Informal,2,1,0,0,0,1,High,56.0,1,0,0,60,56.0,70.0,60.6,High Risk
60,Male,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,1,4,Low,1.1,1,1,0,0,0.0,0.0,0.0,Low Risk
49,Female,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,1.0,1,1,0,20,22.0,0.0,16.7,Low Risk
29,Female,Urban,Mashonaland Central,Primary,Unemployed,3,1,1,0,0,2,Medium,0.7,1,0,0,30,36.0,40.0,34.1,Moderate Risk
27,Female,Urban,Harare,Primary,Formal,5,1,0,0,1,2,Medium,1.2,1,1,0,50,16.0,0.0,28.1,Moderate Risk
34,Male,Urban,Bulawayo,Tertiary,Formal,4,1,1,1,1,4,Low,5.7,1,1,0,0,0.0,5.0,1.0,Low Risk
33,Male,Urban,Harare,Primary,Informal,4,1,1,0,1,3,Low,11.9,1,1,1,20,18.0,15.0,18.3,Low Risk
55,Female,Rural,Mashonaland Central,Tertiary,Unemployed,2,1,0,0,0,1,High,10.7,0,0,1,60,58.0,85.0,64.3,High Risk
51,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,7.5,0,1,0,0,0.0,35.0,7.0,Low Risk
38,Female,Rural,Harare,Primary,Unemployed,1,0,1,0,0,1,High,26.1,0,0,1,70,71.0,80.0,72.35,Critical Risk
47,Female,Urban,Masvingo,Primary,Informal,4,1,1,1,0,3,Low,0.2,1,1,0,10,28.0,20.0,18.3,Low Risk
49,Male,Urban,Mashonaland East,Tertiary,Informal,4,1,1,0,1,3,Low,2.0,0,1,0,20,12.0,30.0,19.2,Low Risk
38,Male,Urban,Harare,Secondary,Unemployed,2,1,1,1,0,3,Low,3.7,1,0,0,10,28.0,20.0,18.3,Low Risk
43,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,1.5,1,1,0,0,10.0,0.0,3.5,Low Risk
46,Female,Urban,Mashonaland East,Secondary,Informal,4,1,1,0,0,2,Medium,1.7,1,1,0,30,22.0,0.0,21.2,Low Risk
44,Female,Urban,Harare,Secondary,Unemployed,3,1,1,1,0,3,Low,1.1,1,1,0,10,30.0,0.0,15.0,Low Risk
27,Male,Rural,Mashonaland West,Secondary,Informal,1,0,1,0,1,2,Medium,5.0,1,1,0,60,47.0,0.0,43.45,Moderate Risk
28,Female,Rural,Manicaland,Secondary,Formal,4,0,1,1,1,3,Low,64.6,1,1,1,40,30.0,30.0,34.5,Moderate Risk
33,Male,Urban,Bulawayo,Primary,Unemployed,3,1,1,1,0,3,Low,12.4,1,1,0,10,26.0,15.0,16.6,Low Risk
28,Female,Rural,Midlands,Secondary,Informal,2,1,0,1,1,3,Low,21.4,1,1,1,30,50.0,30.0,37.0,Moderate Risk
18,Female,Rural,Mashonaland Central,Secondary,Unemployed,1,1,0,0,0,1,High,22.0,1,0,1,60,73.0,70.0,66.55,Critical Risk
47,Male,Rural,Midlands,Primary,Unemployed,2,1,0,0,0,1,High,5.5,1,0,1,60,54.0,25.0,50.9,High Risk
42,Female,Urban,Masvingo,Tertiary,Informal,2,1,1,0,1,3,Low,0.3,1,1,0,20,30.0,20.0,23.5,Low Risk
19,Female,Urban,Midlands,Secondary,Informal,4,1,1,1,0,3,Low,3.6,1,1,0,10,30.0,0.0,15.0,Low Risk
34,Male,Urban,Mashonaland Central,None,Informal,3,1,1,0,1,3,Low,2.6,1,0,1,20,24.0,40.0,25.4,Moderate Risk
35,Female,Urban,Mashonaland West,Tertiary,Formal,5,1,1,1,1,4,Low,2.8,1,1,0,0,10.0,0.0,3.5,Low Risk
40,Female,Urban,Bulawayo,Secondary,Informal,3,1,1,1,0,3,Low,1.4,1,0,0,10,22.0,20.0,16.2,Low Risk
22,Female,Rural,Midlands,Primary,Unemployed,1,1,0,0,0,1,High,39.2,1,0,1,60,79.0,50.0,64.65,High Risk
19,Male,Rural,Manicaland,None,Unemployed,1,1,0,0,0,1,High,56.0,0,0,1,60,75.0,80.0,69.25,Critical Risk
45,Female,Urban,Mashonaland Central,Secondary,Unemployed,3,1,1,0,0,2,Medium,1.1,0,0,0,30,30.0,70.0,38.0,Moderate Risk
18,Male,Urban,Bulawayo,Secondary,Unemployed,4,1,1,1,0,3,Low,15.5,1,1,0,10,28.0,15.0,17.3,Low Risk
34,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,1.9,1,0,0,0,10.0,20.0,7.5,Low Risk
33,Female,Urban,Harare,Tertiary,Informal,3,1,1,1,1,4,Low,0.8,1,1,0,0,22.0,0.0,7.7,Low Risk
36,Male,Rural,Mashonaland Central,Secondary,Informal,3,1,1,0,1,3,Low,43.4,1,1,0,20,32.0,50.0,30.2,Moderate Risk
41,Male,Urban,Harare,Primary,Informal,3,1,0,0,0,1,High,1.6,1,1,0,60,18.0,0.0,33.3,Moderate Risk
60,Female,Rural,Mashonaland Central,Secondary,Unemployed,1,1,0,0,0,1,High,21.9,1,1,1,60,65.0,50.0,59.75,High Risk
18,Male,Rural,Mashonaland East,Secondary,Unemployed,1,0,0,0,0,0,High,1.5,0,0,1,100,63.0,50.0,77.05,Critical Risk
50,Female,Rural,Mashonaland East,Secondary,Unemployed,2,0,0,0,0,0,High,26.5,0,0,1,100,58.0,80.0,81.3,Critical Risk
18,Female,Rural,Masvingo,Tertiary,Informal,3,1,1,0,1,3,Low,3.1,1,1,0,20,50.0,20.0,30.5,Moderate Risk
57,Female,Urban,Harare,Secondary,Informal,3,0,1,1,0,2,Medium,0.8,1,1,1,50,22.0,0.0,30.2,Moderate Risk
